,城市,公司名称,学历要求,工作经验,招聘岗位,薪资待遇,职位描述,薪资下限,薪资上限
98,上海市,上海懋醇企业管理咨询服务中心,本科,3-5年,大数据开发工程师,18000-23000元/月,"职位描述：

1. 负责数据中心平台建设； 
2. 根据业务需求优化升级现有平台功能，为业务分析和数据应用提供可行的解决方案 
3. 调研和落地大数据平台相关新技术，实现技术分享和沉淀； 

任职资格： 
1. 3年及以上Java开发经验，有良好的 java 编码习惯和能力 
2. 熟悉 linux，能使用 shell/python脚本处理工作 
3. 熟悉 mysql 数据库，redis 缓存等 
4. 对大数据组件（hdfs，hbase，hive，presto，kudu，impala，kerberos，sentry，altas，flink，storm 等）有一定了解或者使用经验者，优先考虑。",18000,23000
99,上海市,上海艾天科技有限公司,本科,5-10年,大数据安全工程师,18000-30000元/月,"1、负责数据安全产品的需求调研、产品规划、设计与管理工作;
2、参与用户调研，根据用户需求规划产品新特性;
3、独立输出PRD、网站设计原型、产品需求文档并组织评审;
4、与售前、研发、交付团队紧密配合，设计数据安全产品交互结构，编写产品需求，推进产品开发项目，达成产品目标。
5.产品宣讲，负责公司产品宣讲，并引导客户需求;
6.分析数据安全事件和行业动向，挖掘数据安全需求和产品手段。
工作地点:静安区泰兴路230号及信息园区B4楼

1.熟悉数据安全领域行业发展动向、了解数据安全监管最新政策。
2.熟悉两种及以上国内或国外数据安全防护产品，理解设计思想和原理。
3.熟悉数据相关系统(熟悉运营商的业务系统、运维系统、数据平台优先)，熟悉hadoop，数据仓库，数据库等知识
4.具有大型软件、应用系统设计、开发、组织管理经验者优先;
5、掌握一定的数据分析知识，具备较好的项目运营、实施能力，具有较强的执行力和学习能力;
6.本科或以上学历，计算机、通讯、信息安全相关专业(能力突出者学历和专业不限);
1.熟悉数据安全产品，包含但不限于：分类定级、态势感知、加解密、安全审计、可信计算、防泄漏等；
2.有数据安全产品研发思路，可以结合用户需求、行业方向对研发的产品进行设计；
3.具备扎实的开发能力，可以完成核心模块的研发，并带领其他开发人员完成产品研发工作；
4.熟悉数据安全行业动态，包括：国家政策、行业动态、前沿技术等；
5.具备良好的沟通能力和产品材料编写能力，能够支撑前段业务人员做好售前支持工作，横向协调各开发部门完成产品研发、项目交付等技术工作；
6.本科学历，至少5年以上相关工作经验；",18000,30000
100,上海市,支付宝杭州信息技术有限公司,本科,1-3年,大数据研发工程师,25000-45000元/月,"支付宝用户技术部-数据研发/数据科学
基本信息
• 职位名称：蚂蚁集团-用户技术部-数据研发/数据科学
职位描述
负责支付宝用户业务数据体系和增长解决方案建设，通过数据技术和数据科学手段为业务决策及策略落地提供支持，助力业务增长。
1.负责支C侧业务核心数据体系的设计，基于业务理解建设洞察体系，及时发现业务问题和机会，并沉淀数据资产和数据产品；
2. 深入理解业务的战略和策略打法，敏锐洞察业务痛点，利用数据技术和数据科学手段为业务决策、产品方向、增长策略提供业务建议和方案；
3. 协同技术和算法团队打造可持续数据解决方案，通过效果和效率的提升助力业务增长，推动业务模式和产品不断创新。
职位要求
1.统计学、数学、机器学习、计算机科学、运筹学等相关专业学历，3年以上工作经验，具有丰富的数据建模实践经验
2. 了解或有数仓研发经验，熟悉SQL执行原理，可以快速的提供成本/时效/合规/架构最优的数仓建设解决方案；
3.对数据敏感，能从数据中发现问题、解决问题、熟悉数据科学基本方法（如因果推断、归因等），有互联网用户增长相关项目经验优先；
4. 热爱数据科学和数据技术，良好的思维逻辑性和语言表达能力，能自我驱动，有强烈的求知欲与进取心，有团队合作精神，敢于挑战，能在压力下成长。",25000,45000
101,上海市,南京东新慧科信息技术有限公司,本科,1-3年,大数据开发工程师,10000-15000元/月,"岗位要求：
1. 熟悉Hadoop/Flink//Spark /Hive等任一项主流开源技术，Flink优先；
2. 有2年以上大数据研发经验，对分布式数据计算或者数据分析的原理、架构及使用调优有一定经验者优先；
3.熟练掌握至少一种下列编程语言：Java/Scala；
4.具备良好的沟通表达能力，有责任心，抗压能力强，做事有计划，有条理，逻辑性强。
岗位职责：
1.负责现场大数据平台的定制化开发。",10000,15000
102,上海市,深圳艾麦物流科技有限公司,本科,3-5年,大数据测试工程师,15000-27000元/月,"岗位职责：
1、参与数据相关的项目需求，技术评审，根据设计方案把控项目质量。
2、参与数据团队数据质量测试，包括数据逻辑验证、数据质量测试、执行测试用例，交付测试报告。
3、探索及落地有效的数据测试方法和工具，持续提升数据质量和交付效率。
4、参与数据质量、指标质量管理、问题定位，问题归因，数据透传等。
职位要求
1、熟练掌握sql编写，了解数据仓库架构，熟悉数据库相关知识
2、了解大数据组件，熟悉hadoop、spark、flink、kafka等工作原理和基本操作
3、熟悉java/python/Go一门编程语言，能够编写测试工具
4、有过BI、数据仓库、大数据平台测试工作经验优先
5、具有扎实的测试理论、测试设计及分析方法。
加分项：
1、了解数据分析。
2、有过平台基准测试优先。",15000,27000
103,上海市,上海众壹云计算科技有限公司,本科,5-10年,大数据开发工程师,20000-25000元/月,"岗位职责：
1、负责大数据平台架构的设计和性能调优，支持海量数据的离线和实时分析，对数据敏感；
2、参与大数据平台的搭建与维护，保证数据平台的稳定和可靠；
3、保证大规模的离线、实时任务正常的平稳运行；
4、设计并完成ETL等大数据处理任务；
5、负责数据仓库的设计与开发；
任职需求：
1、有大数据处理分析经验，熟悉Spark、Hive、Flink等大数据处理平台；
2、熟悉主流开源数据组件；
3、熟悉Linux开发环境，熟悉基础命令操作和shell脚本的编写，熟悉大数据平台组件部署思路；
4、熟悉大数据平台设计，熟悉OLAP引擎架构设计；
5、参与过大型复杂分布式系统的设计与开发者优先
6、积极乐观，了解数据仓库、数据集市，有数据治理、实时数据分析、日志分析、数据画像等经验
7、需常驻客户现场",20000,25000
104,上海市,华为云计算技术有限公司,本科,不限,大数据开发工程师,15000-30000元/月,"华为OD岗位招聘~
【岗位要求】
1．熟练使用java或C++语言进行开发；
2．有完整的项目开发经验，具备系统核心模块看护经验；
3．有大数据相关经验优先，熟悉Hadoop/Spark/Sqoop/Oozie/Flume/Kafka等开源大数据技术；
4．有云服务化开发经验，DevOps实践经验，开源社区项目代码贡献者优先
5、良好的沟通和团队协作能力；",15000,30000
105,上海市,上海从鲸信息技术有限公司,本科,5-10年,大数据数仓工程师,25000-50000元/月,"岗位职责
1.参与建设统一的数据体系，持续集成相关工具产品，以及搭建大数据业务统一计算层等相关工作；

2.参与数据仓库的架构设计和研发，挖掘数据价值，建设与管理百PB级的公共数据平台和服务系统，实现高质量数据的互通与共享；

3.助力数据化运营业务，构建丰富多样的BI应用；

4.对数据采集、数据融合、数据质量、数据应用链路有深入理解，并能协助业务数据集市建设，搭建业务领域模型

任职要求
1.数学、计算机、统计学等相关专业，5年以上相关工作经历；

2.从事数据仓库领域至少5年以上，熟悉数据仓库模型设计与ETL开发经验 ，掌握Kimball的维度建模设计方法，具备海量数据加工处理（ETL）相关经验；

3.有从事分布式数据存储与计算平台应用开发经验，熟悉Hadoop生态相关技术并有相关实践经验着优先，重点考察Hdfs、Mapreduce、Hive、Hbase；

4.有实时ETL研发经验，对分布式实时大数据处理系统有深入理解，包括但不限于Spark streaming、Flink、Storm...；

5.熟悉数据仓库领域知识和技能者优先，对数据质量管理有独到的见解；

6.具有电商行业经验，有业务sense，能够通过梳理设计业务模型发现业务问题，并驱动业务目标实现。

加分项
1.对数据挖掘和机器学习有所了解，包括常用的机器学习算法和数据建模过程的优先，并有落地的项目；

2.对Elasticsearch、Hbase、Druid、Kylin有深入理解并成功应用的大型项目",25000,50000
106,上海市,上海观安信息技术股份有限公司,本科,3-5年,大数据交付工程师,15000-20000元/月,"工作职责：
1、负责公司大数据安全分析产品（偏日志分析）在客户现场的实施交付以及效果调优
2、负责客户现场的场景设计及数据采集、 ETL 等处理
3、负责客户现场的大数据平台的调优和维护支持；

岗位要求：
1、计算机相关专业，本科及以上学历，3年以上相关工作经验；
2、熟悉 Linux 操作系统，精通 Shell 、 Python 至少一种脚本编程语言；
3、掌握大数据（ hadoop 、 spark ）相关知识，会部署、维护及使用常见的高可用大数据集群；.掌握 kafka 、 zookeeper 相关知识，会部署及使用对应集群；
4、熟悉 Elasticsearch 集群维护，有使用数据仓库者优先；
5、熟悉 docker 容器化应用；
6、了解机器学习，有 SIEM 产品、 splunk 交付经验者优先；",15000,20000
107,上海市,上海银基科技股份有限公司,本科,3-5年,大数据开发工程师,20000-35000元/月,"岗位职责：
1、负责公司的大数据处理框架的研发设计工作；
2、对现有系统的不足进行分析，难点攻关，找到目前系统的瓶颈，改进系统架构设计，提高系统性能
3、根据用户行为分析，挖掘有价值的信息，指导公司运营和决策
4、参与小组的产品设计讨论，共同讨论和设计产品。

 

任职要求：
1、5年以上大数据开发经验；本科以上；
2、精通Hadoop、Storm、Hbase、Hive、Spark、FLINK其中的一种或几种；
3、精通JAVA编程语言，精通面向对象和设计模式，熟悉Linux平台，可以编写代码编程使用Hadoop和基于Hadoop开发大数据处理系统；
4、拥有实际大数据项目经验。
5、有ML/DL经验者优先
6、熟悉flink者优先",20000,35000
108,上海市,上海思亮信息技术股份有限公司,本科,1-3年,大数据运维工程师,12000-20000元/月,"岗位职责
1.服务器Linux系统的操作使用，主要包括基本命令操作、网络配置以及用户和权限管理等方面。
2.了解网络安全运维，配合相关人员进行网络系统的评估，发现潜在的安全威胁和漏洞，及时进行上报和配合修复，同时负责承接项目中与网络安全相关的设备部署及运维工作。
3.了解一些常见的物理设备，例如:路由器，服务器，防火墙之类。
4.负责每周的巡检内容，并根据要求形成相关周报。
5.响应及解决客户的工作任务，按要求输出相关文档。

岗位要求：
1.‌教育背景‌：本科及以上学历，计算机科学或相关专业。
2.‌技能要求‌：熟悉Linux操作系统、shell或Python脚本编写、数据库管理（如MySQL、Redis等）、虚拟化技术等。
3.‌工作经验‌：有一定的项目经验，能够独立解决技术问题。
4.‌沟通能力‌：具备良好的沟通能力和团队合作精神。
5.‌其他要求‌：具备良好的文档撰写能力、服务意识、责任心等。",12000,20000
109,上海市,银联智惠信息服务上海有限公司,本科,1-3年,大数据开发工程师,12000-20000元/月,"岗位职责：	
1. 负责支持前端业务部门的数据处理需求；
2. 负责标签体系建设及数据运营；
3. 负责外部项目数据开发支持；
4. 负责数据产品的数据处理模块设计及开发；
5. 按时完成业务部门需求，完成项目及数据产品开发任务；
6. 交付结果确保数据质量。

岗位要求：
1. 本科及以上学历，有1年以上大数据开发、数据仓库开发、数据分析相关经验；	
2. 熟练掌握Hive SQL、python、Shell等开发语言，熟悉Hadoop、Hive、Spark等相关大数据工具；
3. 熟悉Hive SQL、spark常用性能调优方法，熟悉常用的机器学习（如决策树、逻辑回归、聚类等）算法者优先；
4、有海量数据处理的项目经验，有数据仓库或数据产品的架构设计能力；
5、具有良好的沟通、团队协作以及项目管理能力，做事积极主动，乐于学习新知识。",12000,20000
110,上海市,百度中国有限公司,本科,不限,大数据研发工程师,20000-40000元/月,"工作职责
- 参与大数据平台的相关产品的设计、研发和优化工作
- 能够深入理解业务需求，提供具体问题的解决方案
- 基于客户需求，选用合适技术，完成大数据平台产品的交付

岗位要求

- 本科及以上学历，2年以上工作经验
- 掌握计算机科学与技术基础知识，包括数据结构与算法、操作系统、网络等
- 熟练掌握Java/GO/Python/Scala等编程语言之一，熟悉Springboot、SpringCloud开发优先
- 熟悉大数据技术框架，如 Hadoop/Spark/Flink/Hive/Hbase等，有对应开发经验或在数据治理、数据质量方面有经验者优先
- 具备强烈的责任心、主动性和团队合作精神，具有良好的沟通和协调能力，对解决 挑战性问题充满热情
- 思路清晰，善于思考，能独立分析和解决问题，自学能力强，愿意分享，重视生产效率和研发质量",20000,40000
111,上海市,海势科技上海有限公司,本科,3-5年,大数据开发工程师,12000-20000元/月,"1、负责负责大数据架构设计、搭建、开发、上线； 
2、负责大数据实时检索分析平台的架构和建设； 
3、负责指导团队成员开发，对代码质量进行监控、确保开发质量； 
4、负责大数据平台新技术的调研及技术选型； 
1、熟悉云计算平台(IAASPAASSAAS)、大数据(HADOOPSPARK等)、移动互联网、物联网等技术架构和发展趋势； 
2、精通HadoopStormSparkFlink等大数据分布式框架，并有实际经验； 
3、熟悉大数据相关技术：Hadoop Hive HBase ZooKeeper Spark MapReduce等； 
4、熟悉各种数据结构和算法， 
5、5年以上软件开发工作经验，2年以上大数据系统开发，设计，架构经验； 
6、具有数据仓库建设或应用相关项目经验优先
有实际动手搭建hadoop体系架构经验，有算法经验优先， 对Hadoop体系各个中间间有实践经验，hdfs，mr，spark，hive，hbase，sqoop等",12000,20000
112,上海市,上海寻梦信息技术有限公司,不限,不限,大数据运维工程师,25000-50000元/月,"岗位职责：
1. 负责大数据底层存储组件的运维、部署、管理、扩容和优化等，保障服务的稳定性和可用性，发现并解决性能瓶颈等
2. 支持各类业务对大数据组件的使用需求，并帮助业务方进行一些技术选型；
3. 推进自动化运维平台的建设，提升运维工作效率

岗位要求
1. 熟悉Hadoop/Elastic生态圈，对Elasticsearch 、HBase、Hive、Kafka、Zookeeper、yarn等主流分布式开发套件有一定认识，有相关安装部署运维、调优经验者优先；
2. 熟悉Linux类操作系统的基础命令操作，能够编写脚本开展日常运维工作， 至少会使用一种自动化部署工具： ansible， puppet， saltstack 等
3. 熟悉Golang/Python/Java/中至少一门语言，有相关开发经验优先。",25000,50000
113,上海市,上海得物信息集团有限公司,本科,不限,大数据开发工程师,30000-60000元/月,"职位描述
1、打造业界领先的存储、计算等分布式系统；
2、为海量数据和大规模业务系统提供可靠的基础设施。

职位要求
1、掌握分布式系统原理，对存储、计算、消息队列、集群管理中的一项或多项有深入的理解和认识；
2、乐于挑战没有明显答案的问题，能快速理解业务场景，从具体问题中抽象出通用的解决方案；
3、存储方向：对 HDFS, RocksDB, LevelDB, memcache, redis, MySQL, HBase, Kafka 的一项或多项有经验者优先；
4、计算方向：对 Spark, MapReduce, Storm, Hive, Presto, Impala 的一项或多项有经验者优先；
5、集群管理：对 YARN, K8S的一项或多项有经验者优先；
6、向开源社区贡献过 patch 者优先，请在简历上说明。",30000,60000
114,上海市,上海信豪科技有限公司,本科,5-10年,高级大数据工程师,15000-25000元/月,"岗位职责：在这里有机会与来自全球的大数据领域牛人交流，参与业界领先的大数据平台的核心产品设计.研发.交付。1.具有0-1大数据平台及实时数仓的设计搭建项目经验。2.探索云服务化实现的前沿技术，并负责云大数据服务的架构设计.开发.测试及运维。

岗位要求：1.计算机.软件相关专业本科及以上学历；2.精通JAVA软件开发，有软件开发项目经验，并至少熟练掌握以下语言中的一种：C/C++/GO/Python/PHP/Python/Shell等编程语言及脚本语言；3.熟悉大数据相关开源软件，有应用大数据组件的解决问题的实战经验更好，有开源社区代码贡献者优先；4.具备团队意识，与他人合作良好，最好具有团队协作的经验。",15000,25000
115,上海市,河南嘉睿时代信息技术有限公司,本科,5-10年,大数据开发工程师,15000-17000元/月,"岗位职责：1. 基于业务需求的特征表搭建；
2. 当前业务工作流的运维、资源优化；
3. 建立SQL/Python等代码作业的评审标准并组织评审
任职要求：.本科以上学历，1年以上大数据开发经验
2.有电池企业、主机厂等大数据开发经验优先
3. 有数仓建设与数据治理工作经验
4、熟悉机器学习、深度学习中常用的算法模型，并能独立进行相关算法开发
5、熟练使用SQL\python等语言进行数据分析",15000,17000
116,上海市,华为技术有限公司,本科,不限,大数据开发工程师,35000-65000元/月,负责大数据场景下的组件优化工作，如针对Spark、Hive、Flink等大数据组件的算力、内存、I0、运行时优化的设计与开发。,35000,65000
117,上海市,杭州双久科技有限公司,大专,3-5年,大数据系统工程师,16000-24000元/月,,16000,24000
118,上海市,上海懋醇企业管理咨询服务中心,硕士,5-10年,高级大数据工程师,30000-45000元/月,"职位诱惑：
福利待遇 晋升途径
职位描述：

工作职责: 
1. 负责大数据平台核心业务功能的设计和研发、实时计算和离线计算功能的研发。 
2. 负责企业级数据仓库的设计和研发，海量数据的模型设计和优化，数据ETL流程的研发。 
3. 负责日常企业日常数据需求报表的研发。 
4. 负责标签系统，指标系统等数据产品和BI应用的研发。 
任职资格: 
1. 本科及以上学历，计算机、软件工程或相关专业，4年以上研发经验。 
2. 精通离线和实时数据处理流程，掌握常见的Hadoop生态相关技术，如Hive、Spark、Flink、Impala、Presto、HBase、Kafka等组件的一种到多种，熟悉其架构和原理，并对组件进行性能调优。 
3. 熟悉常见数据仓库的建模理论，并有数仓实际设计开发经验。 
4. 掌握Java，Scala，Python等语言的一种或多种，精通SQL。 
5. 有实际大规模数据（TB级以上）处理经验优先。 
6. 具有较好的逻辑思维能力、自我驱动能力、业务分析沟通能力。",30000,45000
119,上海市,抖音视界有限公司,本科,3-5年,大数据研发架构师,35000-70000元/月,,35000,70000
120,上海市,元响科技上海有限公司,不限,不限,大数据爬虫合伙人,40000-70000元/月,"投递须知:
招聘: 全职/兼职/合伙人
招募的是一起探索、一起做事业的伙伴不仅是员工
伙伴应有的诚实可信可靠品质是我们考虑的第1标准
坚持长期主义、主动做要做事的特质是我们期待的
企业文化: 相信、简单、求实、探索、热爱
企业追求:  推动技术革新和文化进步

岗位职责：
1、负责多平台信息爬取和页面内容的提取分析，负责破解各类反爬机制；
2、负责网页的数据抓取和爬取链路优化, 包括逆向分析、脱壳、加密参数破解、抓取攻防等，提升抓取能力；
3、研究爬虫策略和防屏蔽规则，解决封账号、封IP、验证码、页面跳转等难点，提升网页抓取的效率和质量；
4、负责构建大规模分布式爬虫系统, 懂得使用代理池以及隧道代理；
5、负责爬虫团队工程化体系建设，提升研发效率及质量。
任职要求
1、熟悉掌握至少一种开源爬虫框架，熟悉 (Scrapy、Appium、Selenium) 等自动化工具；
2、精通动态网页抓取、浏览器模拟抓取、APP抓取等技术，熟练使用 Charles, Fiddler 或其他抓包工具。；
3、具有 js 逆向，app 逆向相关经验。熟悉 js hook 原理, 熟悉各种反爬风控常见手段；
4、了解微信通讯机制, 知晓 PB协议、mmtls、06登录、rqt算法、aes加密和rsa加密；
5、懂得 Rust 或 C++, 有高性能分布式爬虫部署经验者优先。

希望申请加入伙伴有以下特点:
1、热爱深入技术研发创新追求开发卓越产品
2、在面对各种不确定冲突时选择同频向前
3、有志通过编程技术优化社会服务模式、提升工作生活体验
4、有志联结价值创业者为实现技术产品化-市场化-生态化构建平台",40000,70000
121,上海市,上海墨绿科技有限公司,大专,不限,大数据服务工程师,3000-5000元/月,"要求相关专业有一定相关专业基础，
工作内容
1、负责大数据的相关服务，确保数据处理的高效性。
2、参与数据平台的设计，优化数据处理流程，提升系统性能。
3、与团队合作，完成数据解决方案的实施，支持业务决策。

任职要求
1、具备扎实的软件编程能力，熟悉大数据相关技术栈。
2、能够独立完成数据相关任务，具有良好的问题解决能力。
3、具有团队合作精神，能够有效沟通，协同工作。",3000,5000
122,上海市,滔搏投资上海有限公司,本科,不限,大数据爬虫工程师,22000-28000元/月,"工作内容
1、负责大数据爬虫项目的开发与维护，确保数据的准确性和时效性。
2、在淘天、京东、得物、抖音等公域电商平台上进行数据爬取，并进行数据清洗和处理。
3、与团队合作，优化爬虫算法，提升数据处理效率和质量。

任职要求
1、具备扎实的编程能力，熟练使用Python等编程语言。
2、熟悉各类社交媒体和电商平台的结构和规则，能够高效地编写爬虫代码。
3、具有良好的团队合作精神，能够在快节奏的环境中保持高效率。",22000,28000
123,上海市,上海众壹云计算科技有限公司,本科,3-5年,大数据需求分析师,15000-20000元/月,"岗位职责：
1、负责进行客户交流、业务调研及需求分析，充分理解客户需求，做出相应业务和技术解决方案
2、负责产品或项目的需求分析设计，沟通了解用户对项目的业务需求，并进行分析、讨论、整理；
3、协助项目经理评估数据质量，制定项目数据质量管理规范；
4、参与项目数据开发工作，包括数据模型设计、ETL开发等；
5、有效与研发人员沟通，及后续过程的需求跟进、变更把控，以及需求相关的管理与技术支持；
6、负责需求的数据准确性验证及测试。
任职需求：
1、本科以上学历，计算机科学技术、信息管理、电子工程、数学等相关专业；3年以上软件服务行业相关工作经验；
2、思路清晰，具有良好的数据敏感度、逻辑分析能力、业务沟通能力、业务理解能力，较强的业务分析、业务建模、需求把控能力，能独立编写需求分析、设计文档；
3、有大数据项目的数据分析经验者优先；熟悉Hadoop、Hive、HBase、Spark等大数据技术优先。
4、具备较强的逻辑思维能力、亲和力及客户沟通能力，善于解决客户问题以及维护客户关系者优先
5、具备快速的学习能力、主动解决问题的意识与高度的工作纪律
6、需常驻客户现场（上海市静安区）",15000,20000
124,上海市,上海圆擎信息科技有限公司,本科,1-3年,大数据测试工程师,15000-20000元/月,"岗位职责
1、负责大数据产品测试相关工作，对产品最终质量负责
2、独立完成基于大数据框架提供离线/实时数据的Web/APP数据分析系统的测试工作，包括UI、功能测试，数据校验，接口性能测试
3、协同需求，理解数据处理逻辑，独立制定合理的测试方案并设计测试用例，进行缺陷跟踪，分析测试结果等
4、负责数仓模型的数据接入、计算逻辑(清洗、过滤、筛选)、结果数据正确性测试
5、针对数据问题进行复现，分析和定位，推动问题解决
6、具有较强的逻辑能力，接受新鲜事物的能力
7、良好的表达能力和沟通技巧，良好的自学能力和独立解决问题的能力
8、工作认真，有责任心，有团队精神，能承受工作压力

任职要求
1、本科及以上，计算机等相关专业，2年以上大数据测试经验
2、掌握Hive sql语法，能编写复杂的语句来验证数据的正确性
3、熟悉数仓数据架构，针对数仓完成不同场景的测试
4、有大数据平台搭建自动化测试落地并实施成功者更佳
5、有金融相关经验更佳",15000,20000
125,上海市,上海华为技术有限公司,本科,3-5年,大数据开发工程师,18000-30000元/月,"职位描述
推荐架构团队，负责旗下相关产品的推荐系统架构的设计和开发，保障系统稳定和高可用；
负责特征和样本数据流性能优化，解决系统瓶颈，降低成本开销；
抽象系统通用组件和服务，建设端到端的特征和样本平台，支撑新产品快速孵化。
1、负责旗下相关产品的推荐架构工作，解决推荐核心系统的架构优化问题；
2、针对推荐场景的特征和样本架构进行抽象和流程优化，支持大规模数据挖掘和机器学习的优化，支持推荐平台的研发； 
3、针对超高吞吐和低延迟的大数据系统，提升系统的数据准确性、稳定性、性能和可扩展性； 
4、组件的优化、新技术的应用和落地。 

职位要求 
1、扎实的编程能力，有优秀的设计和代码品位，对解决具有挑战性问题充满激情； 
2、对流或批计算系统有深入的了解，在生产环境有TB级别Flink/Spark应用和优化经验，深入掌握Flink/Spark实现原理，有Flink/Spark源码阅读经验优先； 
3、对特征、样本的平台化和产品化有深入的了解，有机器学习相关经验者优先； 
4、熟悉Java、C++、Scala、Python等编程语言，有强悍的编码和 trouble-shooting 能力； 
5、有以下经验者优先：推荐或搜索相关的在线开发工作；高并发高吞吐的系统经验。",18000,30000
126,上海市,上海青由网络科技有限公司,本科,5-10年,高级大数据架构师,24000-30000元/月,"岗位职责
1. 负责平台数据集成架构设计和系统建设实施，包括主数据管理、元数据管理、数据标准、数据质量检验等;
2. 对业务有深刻理解，熟悉汽车行业的数据管理标准，并遵守相关数据安全规则和要求;
3. 负责各系统数据集成与交互协议、接口标准的制定。
岗位要求
1. 计算机相关专业，本科及以上学历，5年及以上数据架构经验;
2. 熟练掌握D365数据字典的设计和数据类型的定义;
3. 熟悉常用的集成和数据处理框架产品，如Azure Service Bus、RabbitMQ等；
4. 熟悉常用数据库产品，如SQL Server, Mysql等。",24000,30000
127,上海市,拉卡拉支付股份有限公司,本科,3-5年,大数据开发工程师,15000-20000元/月,"工作职责：
1、负责大数据平台调度任务的性能优化等工作；
2、支持大数据平台上层应用的对接，上层数据流转，技术架构优化工作；
3、支持部门内需求对接开发工作；
任职/岗位要求：
1、熟悉分布式技术体系，熟悉Hadoop、MapReduce、Hive、Hbase、ElasticSearch等一种或多种框架，并了解原理架构； 
2、熟悉Linux环境，熟练使用Shell编程，至少熟悉Java/Python一种开发语言；
3、熟练使用Hive SQL语言，有较好的Hive SQL性能调优经验；
4、扎实的独立分析问题、解决问题的能力，并且拥有体系化方法。具备良好的需求理解能力、沟通协调能力和团队合作精神。",15000,20000
128,上海市,北京抖音信息服务有限公司,本科,5-10年,大数据存储工程师,40000-70000元/月,"工作内容
1、参与大数据存储相关产品的设计，负责存储产品相关功能的设计、交付和维护；
2、发现产品缺陷，设计高可用、易扩展的方案解决问题，实现产品高质量、高效率发布；
3、进行有效沟通协作，充分调动资源，推动产品有序高效落地。

职位要求
1、熟悉大型分布式存储系统的关键技术点，能分析业务需求，产出产品解决方案；
2、熟悉Java/C/C++/Go等其中一种语言，熟悉网络编程和多线程编程，参与研发，完成产品落地；
3、熟悉大数据体系生态，除存储系统外，熟悉至少两种相关生态组件（如ClickHouse，Presto、Spark、Flink、Kafka、HBase等）的原理、架构和应用；
4、具备较强的问题分析能力和团队合作能力，有较强的自我驱动能力和产品意识 。

具备以下条件者优先：
1、参与过PB级别数据量分布式存储系统研发，有过大规模数据集群运维、故障排查及调优等实战经验；
2、参与过大数据开源项目的开发",40000,70000
129,上海市,上海凭安征信服务有限公司,本科,1-3年,大数据交付工程师,13000-25000元/月,"岗位职责:
1. 分析客户需求，完成售前POC交付工作或者进行分流
2. 基于不同客户的接入能力，为客户提供适合的接入方案，帮助客户完成数据产品的接入。
3. 与售前团队、产品研发团队密切合作，确保数据的准确性和服务的连续性。
4. 基于客户的反馈和业务变化，不断优化和改进数据支持的流程和方法

任职要求: 
1. 大专及本科以上学历，学信网可查
2. 计算机、大数据、统计学及相关专业
3. 熟练使用SQL语言筛选数据，至少熟练使用一种脚本语言Shell/Python
4. 熟悉大数据相关的组件的使用方式: Mysql、Kafka、SFTP、DataX等
5. 3年以上的大数据开发或者批数据、流数据交付经验。
6. 良好的沟通协调能力，向客户讲解和引导交付方案的落地，对内协调各项交付工作的优先级。乐观开朗，乐于为客户服务",13000,25000
130,上海市,上海必有回响智能科技有限公司,本科,3-5年,大数据开发工程师,25000-35000元/月,"岗位职责
1、参与建设统一的数据体系，持续集成相关工具产品，以及搭建大数据业务统一计算层等相关工作。
2、负责业务各项经营和运营指标的数据监控和分析，包括但不限于用户增长、交易、履约等，负责核心经营数据统计、监控，并进行量化分析，挖掘经营和运营上的变化趋势、指标的驱动因素变化等。﻿
3、参与数据仓库的架构设计和研发，挖掘数据价值实现高质量数据的互通与共享。
4、对数据采集、数据融合、数据质量、数据应用链路有深入理解，并能协助业务数据集市建设，搭建业务领域模型
5、密切配合业务团队，针对业务方提出的各类业务问题，采用数据分析或数据建模的方式，向业务方提供数据洞察及优化建议岗位

岗位要求
1、数学、计算机、统计学等相关专业本科以上学历，优先考虑211及以上学校毕业生。2年以上JAVA开发经验、熟悉JAVA Web开发框架，JVM原理，包括内存模型、类加载机制以及性能优化
2、精通使用关系型数据库，熟练大数据相关技术如Hadoop、Spark、Hive、HBase、Kafka、Elasticsearch等，并有实际工作经验，对开源社区有贡献优先
3、电商/闲置交易电商/O2O互联网背景优先。
4、对数据敏感，主动性强，有数据驱动业务的意识及主动性，能够快速学习新东西且对学习新事物充满热情。
5、良好的数据敏感度，能从海量数据中提炼核心结果，有丰富的数据挖掘，信息采集整理，分析能力。

加分项：
1、有电商经验者优先
2、有过财务风控经验者优先",25000,35000
